,UNIQUEID,DISBURSED_AMOUNT,ASSET_COST,LTV,BRANCH_ID,SUPPLIER_ID,MANUFACTURER_ID,CURRENT_PINCODE_ID,DATE_OF_BIRTH,EMPLOYMENT_TYPE,DISBURSAL_DATE,STATE_ID,EMPLOYEE_CODE_ID,MOBILENO_AVL_FLAG,AADHAR_FLAG,PAN_FLAG,VOTERID_FLAG,DRIVING_FLAG,PASSPORT_FLAG,PERFORM_CNS_SCORE,PERFORM_CNS_SCORE_DESCRIPTION,PRI_NO_OF_ACCTS,PRI_ACTIVE_ACCTS,PRI_OVERDUE_ACCTS,PRI_CURRENT_BALANCE,PRI_SANCTIONED_AMOUNT,PRI_DISBURSED_AMOUNT,SEC_NO_OF_ACCTS,SEC_ACTIVE_ACCTS,SEC_OVERDUE_ACCTS,SEC_CURRENT_BALANCE,SEC_SANCTIONED_AMOUNT,SEC_DISBURSED_AMOUNT,PRIMARY_INSTAL_AMT,SEC_INSTAL_AMT,NEW_ACCTS_IN_LAST_SIX_MONTHS,DELINQUENT_ACCTS_IN_LAST_SIX_MONTHS,AVERAGE_ACCT_AGE,CREDIT_HISTORY_LENGTH,NO_OF_INQUIRIES,LOAN_DEFAULT
175425,523968,59889,71955,85.0,138,18348,86,3318,31-03-1983,Salaried,20-09-2018,9,2631,1,1,0,0,0,0,474,K-High Risk,3,0,1,0,0,0,0,0,0,0,0,0,1315,0,0,0,0yrs 2mon,0yrs 6mon,0,0
232066,418713,59647,68300,89.31,135,23618,86,2391,26-12-1979,Self employed,01-08-2018,4,2044,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
97322,525224,86620,121176,73.45,152,15804,48,4920,12-01-1998,,21-09-2018,3,762,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1790,0,0,0,0yrs 6mon,0yrs 6mon,0,0
232409,528101,34055,46888,76.78,74,16686,48,2578,27-11-1986,Salaried,22-09-2018,4,2573,1,1,0,0,0,0,680,F-Low Risk,5,4,0,34835,67750,67750,0,0,0,0,0,0,0,0,3,0,0yrs 7mon,1yrs 9mon,0,0
140111,507400,24404,67364,37.74,138,14178,86,3346,11-05-1977,Self employed,15-09-2018,9,1099,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),3,1,0,6266,50000,50000,0,0,0,0,0,0,2670,0,0,0,1yrs 7mon,2yrs 0mon,0,0
66024,449570,50097,70005,74.07,8,14823,45,5290,03-06-1989,Salaried,20-08-2018,3,1141,1,0,0,0,1,0,720,D-Very Low Risk,11,3,0,10231,26004,24548,0,0,0,0,0,0,12321,0,3,0,1yrs 5mon,3yrs 3mon,0,0
809,423807,49793,70117,77.01,11,21475,45,5973,17-05-1991,Self employed,06-08-2018,3,1464,1,0,0,0,1,0,832,A-Very Low Risk,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0yrs 8mon,1yrs 2mon,0,1
12476,475711,52053,63500,85.0,68,16578,86,857,07-11-1983,Salaried,30-08-2018,6,1204,1,1,0,0,0,0,300,M-Very High Risk,6,4,1,26238,47159,47159,0,0,0,0,0,0,4621,0,3,0,2yrs 5mon,11yrs 5mon,1,0
130024,653788,53328,64500,84.5,15,23309,51,298,01-01-1983,Salaried,31-10-2018,11,1253,1,1,0,0,0,0,620,H-Medium Risk,2,2,0,704545,569500,569500,1,0,1,0,0,0,0,0,1,0,0yrs 2mon,0yrs 7mon,0,0
216687,479801,51223,95384,56.61,120,23645,48,6937,01-01-1983,Self employed,30-08-2018,12,3104,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
7135,614947,49487,106854,47.47,10,22842,86,5705,01-09-1988,Self employed,24-10-2018,3,778,1,1,0,0,0,0,832,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 4mon,2yrs 1mon,0,0
225260,510940,38439,66844,58.34,136,17217,51,3731,05-05-1988,Salaried,16-09-2018,8,3352,1,1,0,0,0,0,501,K-High Risk,11,8,1,722064,1185031,1151477,0,0,0,0,0,0,0,0,2,0,1yrs 0mon,2yrs 3mon,0,1
115645,433683,49038,64868,80.16,160,18696,45,43,01-07-1983,Salaried,11-08-2018,1,1549,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,5229,10461,10461,1,1,1,291502,425000,425000,3487,0,1,0,0yrs 9mon,1yrs 8mon,1,1
199910,635912,57259,65300,88.82,73,22638,45,266,04-03-1990,Self employed,29-10-2018,11,2761,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,28295,33000,33000,0,0,0,0,0,0,3794,0,0,0,0yrs 6mon,0yrs 6mon,0,0
1580,568019,52078,63160,85.5,63,16309,45,7086,03-05-1994,Salaried,10-10-2018,10,998,1,1,0,0,0,0,608,H-Medium Risk,4,1,0,22163,45180,45180,0,0,0,0,0,0,5694,0,0,0,1yrs 3mon,2yrs 1mon,0,0
207747,620530,61100,73376,84.5,146,21124,86,2989,26-09-1997,Self employed,25-10-2018,14,2845,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
36427,524750,49578,63478,81.13,36,18039,45,6628,01-01-1987,Self employed,21-09-2018,13,313,1,0,0,1,0,0,717,D-Very Low Risk,1,1,0,2200,51002,51002,0,0,0,0,0,0,2264,0,0,1,2yrs 7mon,2yrs 7mon,0,0
661,438308,44345,66651,69.02,74,22928,86,2578,19-06-1982,Salaried,14-08-2018,4,83,1,1,0,0,0,0,18,Not Scored: No Updates available in last 36 months,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 11mon,1yrs 11mon,0,0
116917,539474,34439,50800,70.87,16,22017,51,3030,10-05-1975,Salaried,26-09-2018,14,901,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
68084,553906,59013,70830,84.71,76,16596,86,4418,25-12-1978,Salaried,30-09-2018,8,538,1,1,0,0,0,0,738,C-Very Low Risk,5,1,0,17598,25000,25000,0,0,0,0,0,0,6820,0,1,0,1yrs 2mon,1yrs 11mon,4,0
49660,545081,54759,65551,85.43,18,14878,45,2733,30-07-1983,Salaried,28-09-2018,4,1696,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
15195,458729,43810,63843,70.49,18,13968,45,2700,14-08-1988,Self employed,23-08-2018,4,1782,1,1,0,0,0,0,530,J-High Risk,2,1,0,192773,146200,146200,0,0,0,0,0,0,1220,0,0,1,0yrs 7mon,0yrs 9mon,0,0
173985,506329,44220,61300,77.49,202,23913,45,775,01-08-1985,Self employed,14-09-2018,18,2365,1,1,1,0,0,0,694,E-Low Risk,5,3,0,90049,193474,193474,0,0,0,0,0,0,23555,0,0,0,3yrs 0mon,6yrs 6mon,0,0
117113,552832,56198,67990,84.99,67,22986,86,1449,01-01-1987,Self employed,30-09-2018,6,867,1,0,0,1,0,0,300,M-Very High Risk,9,3,2,1646386,1705500,1705500,0,0,0,0,0,0,25685,0,0,2,1yrs 9mon,6yrs 0mon,0,1
111073,499446,61213,70256,89.67,61,22817,86,1343,01-01-1979,Self employed,11-09-2018,6,491,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
82150,507807,49503,65948,77.03,67,18166,86,1511,10-07-1986,Self employed,15-09-2018,6,1064,1,1,0,0,0,0,644,G-Low Risk,6,6,0,511800,710918,607480,0,0,0,0,0,0,0,0,1,2,1yrs 3mon,2yrs 4mon,0,1
170130,427766,56013,69800,83.09,146,16445,86,2944,03-03-1992,Salaried,08-08-2018,14,2281,1,1,0,0,0,0,615,H-Medium Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2yrs 4mon,2yrs 4mon,0,1
65862,604281,72817,83000,89.16,248,23912,51,1754,04-02-1980,Self employed,23-10-2018,4,63,1,1,0,0,0,0,818,A-Very Low Risk,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0yrs 6mon,1yrs 2mon,0,1
147329,573229,73751,89428,84.98,10,21846,86,5707,01-11-1973,Self employed,12-10-2018,3,1388,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
196095,568679,81686,113943,72.84,11,23707,51,5992,01-01-1994,Self employed,11-10-2018,3,2738,1,1,0,0,0,0,694,E-Low Risk,3,2,0,787929,2460000,2460000,0,0,0,0,0,0,39454,0,0,0,1yrs 2mon,2yrs 6mon,0,0
37737,604735,75079,91906,82.69,19,14375,86,1865,06-12-1967,Self employed,23-10-2018,4,87,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,3yrs 11mon,3yrs 11mon,0,0
77761,497471,58114,68000,87.79,2,14770,86,1603,25-01-1982,Self employed,10-09-2018,4,611,1,1,0,0,0,0,738,C-Very Low Risk,3,3,0,12368,29894,29894,4,1,3,5162,58000,17050,0,0,2,1,0yrs 10mon,3yrs 9mon,0,0
42928,633616,42214,70453,62.45,5,18655,120,3342,01-08-1970,Self employed,28-10-2018,9,1139,1,1,0,0,1,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 1mon,1yrs 1mon,0,0
98588,511583,42969,67843,67.8,3,17431,86,566,07-11-1976,Salaried,17-09-2018,15,639,1,1,0,0,0,0,741,C-Very Low Risk,10,6,0,1700150,2555607,2555607,0,0,0,0,0,0,10976,0,4,0,0yrs 8mon,1yrs 4mon,0,0
172705,603248,59237,68100,90.0,85,18792,45,1974,18-06-1992,Self employed,23-10-2018,4,2326,1,1,0,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 10mon,0yrs 10mon,0,1
122311,652215,49303,67322,75.76,159,23268,45,7192,01-01-1997,Self employed,31-10-2018,7,210,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
203353,446582,56559,64600,89.78,5,23643,86,3340,14-05-1986,Self employed,18-08-2018,9,2751,1,1,0,0,0,0,608,H-Medium Risk,8,1,0,4983,15000,15000,0,0,0,0,0,0,8355,0,0,0,1yrs 5mon,2yrs 10mon,0,1
120395,457339,22374,59272,40.15,48,24178,45,6364,15-04-1971,Self employed,22-08-2018,5,128,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
194574,639797,65269,80081,83.79,61,22761,51,1375,20-01-1982,Salaried,30-10-2018,6,2651,1,1,0,0,0,0,746,C-Very Low Risk,1,1,0,14446,70000,25958,0,0,0,0,0,0,0,0,0,0,1yrs 0mon,1yrs 0mon,0,0
151945,612406,60447,69376,88.65,1,22056,45,4950,22-03-1972,Salaried,24-10-2018,3,2014,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
193906,643223,83533,120022,70.4,48,18265,48,6264,10-05-1965,Salaried,30-10-2018,5,2701,1,1,0,0,0,0,693,E-Low Risk,23,2,0,61741,100000,100000,0,0,0,0,0,0,2212,0,1,0,0yrs 10mon,13yrs 0mon,0,0
200555,644331,51303,70900,74.75,146,16445,86,3018,19-02-1999,,30-10-2018,17,2868,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
227323,583090,56476,70597,84.74,138,14178,86,3329,14-08-1998,,16-10-2018,9,3492,1,1,0,0,0,0,738,C-Very Low Risk,6,3,0,35518,65000,65000,0,0,0,0,0,0,7461,0,0,0,1yrs 2mon,2yrs 1mon,0,1
229892,600936,25929,71439,37.79,14,24468,86,792,01-01-1980,Self employed,22-10-2018,15,3599,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
216584,567085,49488,78963,67.12,7,23490,49,5805,12-05-1987,Self employed,10-10-2018,3,3157,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
116337,540000,46349,74684,64.27,1,18564,45,6086,02-07-1990,Self employed,26-09-2018,3,1237,1,0,0,0,1,0,666,F-Low Risk,3,1,0,160857,200000,200000,6,5,3,152578,192900,192900,2129,3484,1,0,2yrs 3mon,6yrs 6mon,0,0
233074,518783,53253,74793,73.86,36,22881,120,6514,31-12-1978,Self employed,19-09-2018,13,2824,1,0,0,1,0,0,300,M-Very High Risk,8,3,1,14700,135190,135190,0,0,0,0,0,0,10076,0,0,0,2yrs 4mon,7yrs 3mon,0,0
156104,625444,65569,94360,70.37,36,24233,48,6572,01-01-1965,Self employed,26-10-2018,13,2091,1,0,0,1,0,0,300,M-Very High Risk,4,3,2,90548,322760,322760,0,0,0,0,0,0,1504,0,0,0,3yrs 9mon,5yrs 1mon,0,0
144032,590709,57800,65663,89.85,15,14336,86,295,16-08-1964,Self employed,20-10-2018,11,1860,1,1,0,0,0,0,346,L-Very High Risk,2,2,2,23978,55500,55500,0,0,0,0,0,0,3125,0,1,1,7yrs 0mon,14yrs 1mon,0,1
63686,603013,56259,76702,74.31,1,21750,51,5092,12-08-1967,Self employed,23-10-2018,3,5,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
187536,583393,59013,69519,87.46,34,20520,45,981,01-01-1960,Salaried,16-10-2018,6,2568,1,1,0,0,0,0,774,B-Very Low Risk,2,1,0,9087,57700,57700,0,0,0,0,0,0,0,0,0,0,1yrs 11mon,2yrs 0mon,0,0
70750,652417,47895,70437,69.57,36,23696,49,6562,01-01-1973,Self employed,31-10-2018,13,141,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
41226,559338,47155,76198,64.96,120,21735,45,6947,01-01-1994,Self employed,06-10-2018,12,64,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
67907,594611,58613,72206,83.1,18,14115,86,2694,14-08-1963,Self employed,21-10-2018,4,1100,1,1,0,0,0,0,339,L-Very High Risk,9,3,2,11785388,12040450,12040450,0,0,0,0,0,0,0,0,0,1,1yrs 11mon,7yrs 6mon,0,0
124376,608976,71469,102144,72.94,160,22856,51,60,15-10-1992,Self employed,23-10-2018,1,1711,1,1,0,0,0,0,643,G-Low Risk,4,3,0,67402,199843,118280,0,0,0,0,0,0,1730,0,1,1,0yrs 9mon,1yrs 1mon,0,0
225042,556890,48849,64952,76.98,14,24408,45,794,01-01-1993,Self employed,04-10-2018,15,3342,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
138791,640927,57159,73611,81.51,5,15642,120,3365,08-06-1974,Self employed,30-10-2018,9,936,1,0,0,1,0,0,495,K-High Risk,7,5,1,3212040,3454500,3454500,0,0,0,0,0,0,5793,0,0,0,6yrs 5mon,12yrs 2mon,0,0
94894,451924,18219,66070,30.27,120,21796,45,6951,01-01-1980,Self employed,21-08-2018,12,1009,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
196963,649384,41394,77170,55.72,103,23750,51,7163,01-01-1984,Self employed,31-10-2018,7,2885,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
117252,600774,54013,81437,68.76,42,23624,51,5248,10-11-1988,Self employed,22-10-2018,3,1656,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
53166,603376,57159,74126,78.11,16,15694,86,2950,21-01-1982,Salaried,23-10-2018,14,1644,1,1,0,0,0,0,749,C-Very Low Risk,6,1,0,99381,145000,145000,0,0,0,0,0,0,0,0,0,0,1yrs 4mon,2yrs 2mon,0,0
83962,420367,51503,60690,87.66,73,22853,45,272,05-04-1995,Salaried,03-08-2018,11,1098,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,7514,13154,13154,5,1,0,0,49233,49233,4195,0,1,0,2yrs 9mon,11yrs 3mon,1,0
129457,442324,57750,77059,75.92,64,16140,51,3464,22-07-1981,Salaried,16-08-2018,9,382,1,1,0,0,0,0,458,K-High Risk,4,3,1,237427,517908,517908,0,0,0,0,0,0,0,0,0,1,3yrs 2mon,4yrs 4mon,0,1
220501,479959,40534,80349,53.52,74,16686,48,2593,20-05-1988,Salaried,31-08-2018,4,3196,1,1,0,0,0,0,387,K-High Risk,15,12,2,3011459,3109477,3109477,0,0,0,0,0,0,37688,0,4,0,0yrs 7mon,1yrs 10mon,0,0
70813,616567,47895,65204,75.15,36,18039,45,6521,25-01-1974,Self employed,25-10-2018,13,141,1,0,1,1,0,0,15,Not Scored: Sufficient History Not Available,2,2,0,59199,60000,60000,0,0,0,0,0,0,4098,0,2,0,0yrs 1mon,0yrs 1mon,4,0
61005,436464,45879,66266,73.19,103,24198,51,7261,01-01-1989,Self employed,13-08-2018,7,54,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
125017,620783,50803,78814,65.98,136,18651,48,3712,15-04-1982,Salaried,25-10-2018,8,791,1,1,0,0,0,0,762,B-Very Low Risk,5,1,0,44111,136000,95651,0,0,0,0,0,0,0,0,0,1,5yrs 8mon,11yrs 1mon,0,0
144108,423577,52078,64073,84.28,105,23683,86,1278,01-04-1994,Salaried,06-08-2018,6,1938,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
217243,604542,61447,73574,84.95,34,16310,86,990,07-11-1994,Self employed,23-10-2018,6,3401,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,2200,12655,12655,0,0,0,0,0,0,2320,0,1,0,0yrs 5mon,0yrs 5mon,1,1
84017,417578,54013,62978,88.92,67,18166,86,1515,31-05-1979,Salaried,01-08-2018,6,1460,1,1,0,0,0,0,752,C-Very Low Risk,5,2,0,759749,770563,770563,0,0,0,0,0,0,1810,0,1,0,1yrs 2mon,3yrs 1mon,1,0
63261,559782,54303,74009,74.32,20,23945,49,6208,10-02-1985,Salaried,06-10-2018,5,1482,1,1,0,0,0,0,624,H-Medium Risk,1,1,1,6630,30000,30000,0,0,0,0,0,0,3000,0,0,0,4yrs 6mon,4yrs 6mon,0,0
152462,614970,32515,70550,50.32,8,14823,45,5283,12-08-1977,Salaried,24-10-2018,3,2116,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
93928,530981,54013,70963,78.91,251,23279,86,6868,29-08-1989,Salaried,24-09-2018,13,255,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
31428,625361,40144,74578,55.65,74,17113,86,2579,01-01-1975,Salaried,26-10-2018,4,73,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,1,19,19,19,0,0,0,0,0,0,0,0,0,0,1yrs 4mon,1yrs 4mon,0,1
222147,651900,54913,71169,79.95,10,18471,48,5710,12-02-1998,,31-10-2018,3,3322,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
44358,602052,68169,99343,70.46,9,16430,45,5441,01-01-1990,Self employed,22-10-2018,3,1704,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
157492,486441,73800,83500,89.8,2,22858,86,2398,15-06-1967,Self employed,31-08-2018,4,2113,1,1,0,0,0,0,845,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3yrs 1mon,3yrs 1mon,0,0
34671,450653,56959,66019,88.91,5,14178,86,3353,01-01-1979,Salaried,20-08-2018,9,327,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,5,3,0,2077374,2232000,2232000,0,39785,0,0,0yrs 10mon,1yrs 8mon,0,0
40804,616626,60613,101212,60.66,36,23013,51,6626,11-06-1986,Self employed,25-10-2018,13,1311,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
95965,481305,45849,68792,69.05,251,22993,51,6886,10-01-1989,Self employed,31-08-2018,13,261,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
135964,514753,59913,72000,85.0,2,14770,86,1596,01-06-1962,Self employed,18-09-2018,4,987,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
124999,566445,46849,60374,79.5,136,18651,48,3699,26-12-1983,Self employed,10-10-2018,8,791,1,1,0,0,0,0,501,K-High Risk,6,3,1,179815,411000,411000,0,0,0,0,0,0,21742,0,1,1,1yrs 4mon,2yrs 10mon,1,0
27772,615272,59847,84582,73.89,70,16764,86,2405,01-01-1991,Salaried,24-10-2018,4,528,1,1,0,0,0,0,738,C-Very Low Risk,2,2,0,4595,10889,10889,0,0,0,0,0,0,0,0,2,0,0yrs 3mon,0yrs 3mon,0,0
98988,603795,47870,63896,79.97,78,17014,45,2069,01-01-1995,Salaried,23-10-2018,4,304,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,1180,25000,25000,0,0,0,0,0,0,1360,0,0,0,1yrs 11mon,1yrs 11mon,0,1
188819,544190,35439,50425,73.38,11,23178,51,5995,01-01-1985,Self employed,28-09-2018,3,2672,1,1,0,0,0,0,590,I-Medium Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5yrs 1mon,5yrs 1mon,0,0
168374,418024,47248,66298,76.93,5,14347,86,3328,10-06-1959,Self employed,01-08-2018,9,2380,1,1,1,0,0,0,300,M-Very High Risk,2,0,1,0,0,0,0,0,0,0,0,0,1149,0,0,0,0yrs 10mon,1yrs 8mon,0,0
143683,531694,54246,67411,84.7,5,14145,86,3365,25-03-1968,Salaried,24-09-2018,9,1814,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
126226,440163,60213,71819,86.33,117,23606,86,2178,19-04-1993,Salaried,16-08-2018,4,1015,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
178559,499220,55013,78422,72.68,68,23638,120,854,01-01-1988,Self employed,11-09-2018,6,2396,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
28863,645735,56759,83321,69.49,18,22708,86,2684,15-11-1992,Self employed,31-10-2018,4,1709,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,7454,8697,8697,0,0,0,0,0,0,2526,0,1,0,0yrs 4mon,0yrs 7mon,1,0
140605,563362,56333,70900,83.22,82,22420,51,4752,05-04-1962,Self employed,08-10-2018,19,1963,1,1,0,0,0,0,832,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,76000,0,0,0,0yrs 4mon,0yrs 5mon,0,0
12050,426026,34699,62372,59.32,20,15452,86,6171,12-07-1985,Self employed,07-08-2018,5,1221,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
26634,592820,41818,51560,84.95,7,23090,51,5746,17-03-1965,Self employed,20-10-2018,3,1399,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
70028,597767,60447,78000,78.85,2,23170,86,1721,04-06-1976,Self employed,22-10-2018,4,598,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
71801,596440,51203,67742,77.5,67,16694,86,1509,10-05-1988,Salaried,21-10-2018,6,40,1,1,0,0,0,0,778,B-Very Low Risk,1,1,0,3982,52489,52489,0,0,0,0,0,0,0,0,0,0,1yrs 2mon,1yrs 2mon,0,0
151299,557306,50263,72011,74.99,3,15809,51,87,01-01-1984,Self employed,04-10-2018,1,1980,1,1,0,0,0,0,710,D-Very Low Risk,3,2,0,15750,21270,21270,0,0,0,0,0,0,2625,0,2,0,0yrs 11mon,2yrs 7mon,0,1
83759,634722,53228,75467,72.75,146,16460,120,3003,03-10-1977,Self employed,28-10-2018,14,903,1,1,0,0,0,0,300,M-Very High Risk,12,5,3,325559,404016,408218,0,0,0,0,0,0,10944,0,0,1,1yrs 9mon,11yrs 3mon,0,0
224747,592911,51578,69247,76.54,73,24363,45,285,12-04-1965,Salaried,20-10-2018,11,3307,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,2466,0,0,0,0yrs 7mon,0yrs 7mon,0,1
45783,540465,59613,73882,82.56,138,14178,86,3339,01-01-1989,Self employed,27-09-2018,9,744,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
230767,474481,57513,70664,83.49,19,22752,86,1884,15-12-1985,Salaried,29-08-2018,4,607,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
36074,593578,39594,59480,68.59,67,22727,45,1446,01-01-1986,Salaried,21-10-2018,6,1315,1,1,0,0,0,0,738,C-Very Low Risk,4,1,0,24517,33000,33000,0,0,0,0,0,0,3313,0,0,0,0yrs 9mon,1yrs 0mon,0,0
146602,430977,53703,61584,89.31,67,22703,86,1515,13-03-1997,Salaried,10-08-2018,6,1255,1,1,0,0,0,0,603,H-Medium Risk,1,0,0,0,0,0,0,0,0,0,0,0,1720,0,0,0,0yrs 4mon,0yrs 4mon,0,1
228362,652948,49349,76650,65.23,17,23587,120,3235,01-03-1973,Self employed,31-10-2018,17,3722,1,1,0,0,0,0,300,M-Very High Risk,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
